0.213, 0.0, 0.787, 0.6514
0.209, 0.0, 0.791, 0.5719
0.225, 0.0, 0.775, 0.4404
0.225, 0.0, 0.775, 0.4404
0.259, 0.0, 0.741, 0.6808
0.215, 0.047, 0.738, 0.7184
0.321, 0.0, 0.679, 0.6369
0.0, 0.0, 1.0, 0.0
0.238, 0.0, 0.762, 0.3612
0.0, 0.0, 1.0, 0.0
0.0, 0.278, 0.722, -0.4019
0.0, 0.0, 1.0, 0.0
0.194, 0.0, 0.806, 0.6514
0.25, 0.0, 0.75, 0.4588
0.244, 0.0, 0.756, 0.6369
0.244, 0.0, 0.756, 0.6369
0.0, 0.0, 1.0, 0.0
0.0, 0.115, 0.885, -0.296
0.0, 0.0, 1.0, 0.0
0.194, 0.0, 0.806, 0.6514
0.091, 0.0, 0.909, 0.2023
0.0, 0.0, 1.0, 0.0
0.108, 0.0, 0.892, 0.1779
0.108, 0.0, 0.892, 0.1779
0.17, 0.13, 0.7, 0.2023
0.17, 0.13, 0.7, 0.2023
0.0, 0.0, 1.0, 0.0
0.0, 0.0, 1.0, 0.0
0.0, 0.0, 1.0, 0.0
0.0, 0.0, 1.0, 0.0
0.0, 0.484, 0.516, -0.8545
0.139, 0.0, 0.861, 0.4404
0.0, 0.0, 1.0, 0.0
0.314, 0.0, 0.686, 0.4939
0.0, 0.095, 0.905, -0.2732
0.247, 0.121, 0.632, 0.34
0.0, 0.231, 0.769, -0.5106
0.0, 0.0, 1.0, 0.0
0.0, 0.0, 1.0, 0.0
0.0, 0.0, 1.0, 0.0
0.0, 0.0, 1.0, 0.0
0.308, 0.095, 0.597, 0.6486
0.0, 0.278, 0.722, -0.4019
0.12, 0.26, 0.62, -0.34
0.0, 0.0, 1.0, 0.0
0.0, 0.0, 1.0, 0.0
0.198, 0.124, 0.678, 0.3182
0.0, 0.0, 1.0, 0.0
0.0, 0.176, 0.824, -0.4939
0.296, 0.0, 0.704, 0.6369
0.0, 0.106, 0.894, -0.2263
0.0, 0.113, 0.887, -0.1027
0.0, 0.0, 1.0, 0.0
0.0, 0.0, 1.0, 0.0
0.0, 0.1, 0.9, -0.2732
0.465, 0.0, 0.535, 0.9041
0.162, 0.0, 0.838, 0.4404
0.162, 0.0, 0.838, 0.4404
0.173, 0.0, 0.827, 0.5514
0.0, 0.0, 1.0, 0.0
0.0, 0.0, 1.0, 0.0
